Strain,Australis,Autumnalis,Ballum,Bataviae,Canicola,Celledoni,Cynopteri,Djasiman,Grippotyphosa,Hebdomadis,Icterohaemorrhagiae,Javanica,Manhao,Mini,Panama,Pomona,Pyrogenes,Ranarum,Sarmin,Sejroe,Shermani,Tarassovi,Serogroup,class,Species,max
RL0016,31.449,35.125,37.077,35.817,41.588,34.088,36.128,37.589,37.892,82.131,41.148,37.023,37.384,84.841,33.151,38.565,40.284,34.213,38.527,98.049,44.521,44.367,Sejroe,3,borgpetersenii,98.049
A_Bt_HO907,30.074,31.979,35.955,34.799,40.908,33.49,34.838,36.029,37.29,80.853,40.429,36.043,36.721,84.02,32.301,36.404,39.625,33.508,36.542,98.058,42.745,42.322,Sejroe,3,Leptospira borgpetersenii serovar Hardjo-bovis,98.058
3522_CT,62.801,76.918,47.331,40.19,51.753,41.528,98.067,81.555,87.014,37.102,51.353,48.014,44.385,32.841,61.091,78.469,50.364,40.289,44.451,35.58,39.582,41.218,Cynopteri,2,kirschneri,98.067
56653,62.363,72.433,49.187,42.07,56.881,42.243,78.053,98.072,88.39,40.85,54.281,47.433,47.404,35.14,61.167,85.457,54.576,43.545,45.312,36.648,42.24,41.543,Grippotyphosa,2,Leptospira interrogans,98.072
LO-24,43.729,47.973,98.076,38.507,68.501,65.324,51.22,52.736,58.021,37.898,61.115,84.054,63.27,38.348,45.257,53.286,72.447,64.082,62.036,42.316,43.945,57.247,Ballum,1,borgpetersenii,98.076
MH4001,47.796,55.246,65.526,42.424,98.088,55.598,53.255,61.723,61.895,48.062,88.076,62.704,63.178,42.113,49.052,57.171,87.273,58.015,63.123,43.302,45.018,51.136,Canicola,1,interrogans,98.088
028K,45.242,53.118,88.096,39.166,69.019,77.299,54.78,54.534,58.941,39.525,68.45,98.094,66.559,39.181,48.229,54.834,73.547,70.301,68.363,43.266,45.119,57.436,Javanica,1,borgpetersenii,98.094
MH4029,64.649,74.875,48.339,41.67,56.153,42.695,82.301,92.073,84.397,39.961,55.553,48.051,45.727,34.187,61.223,98.106,55.403,41.951,45.86,36.734,40.115,41.86,Pomona,2,interrogans,98.106
201700043,64.709,75.447,48.566,41.74,56.222,42.752,82.433,91.928,85.374,40.038,55.618,48.109,45.784,34.403,61.29,98.138,56.099,42.01,45.745,36.808,40.705,41.935,Pomona,2,interrogans,98.138
NIID20,33.995,35.295,34.234,37.154,43.971,34.834,37.387,40.779,39.802,98.176,44.116,34.109,36.708,78.771,36.06,41.55,43.669,33.574,37.398,80.876,41.774,39.174,Hebdomadis,3,interrogans,98.176
OM130,44.103,50.065,98.179,38.784,68.883,66.315,51.418,53.834,58.586,38.454,61.441,84.95,63.797,38.062,45.719,54.269,72.82,64.76,62.607,42.241,45.151,57.735,Ballum,1,borgpetersenii,98.179
188076,33.647,35.372,34.467,37.103,44.195,35.094,37.445,41.028,39.187,98.187,44.274,34.344,36.889,78.698,35.663,40.231,44.217,33.749,37.98,80.873,42.115,39.105,Hebdomadis,3,interrogans,98.187
201501067,51.763,57.113,71.123,45.236,90.49,62.233,56.048,61.591,61.45,47.374,84.907,68.674,66.046,41.243,52.04,59.052,98.194,61.192,67.775,44.082,46.397,53.376,Pyrogenes,1,interrogans,98.194
201600667,51.662,56.946,71.02,45.12,90.377,62.139,55.932,61.463,61.322,47.246,84.798,68.577,65.951,41.122,51.929,58.938,98.194,61.094,67.684,43.958,46.122,53.249,Pyrogenes,1,interrogans,98.194
202201145,51.879,56.991,71.256,45.364,90.612,62.346,56.184,61.732,61.597,47.534,85.023,68.799,66.159,41.4,52.175,59.173,98.2,61.315,67.893,44.244,46.468,53.533,Pyrogenes,1,interrogans,98.2
HO0907CK,30.468,33.889,35.773,34.883,40.715,33.452,34.586,36.362,36.668,80.658,40.255,35.834,36.591,83.847,31.809,37.714,39.291,33.353,36.484,98.201,42.96,43.485,Sejroe,3,borgpetersenii,98.201
HO0912CK,30.468,33.889,35.773,34.883,40.715,33.452,34.586,36.362,36.668,80.658,40.255,35.834,36.591,83.847,31.809,37.714,39.291,33.353,36.484,98.201,42.96,43.541,Sejroe,3,borgpetersenii,98.201
211U,45.332,53.214,88.22,39.159,69.142,77.117,54.17,54.611,59.238,39.602,68.567,98.211,66.661,39.253,47.969,55.476,73.663,70.393,68.418,43.228,45.23,57.586,Javanica,1,borgpetersenii,98.211
201601172,64.811,75.541,48.638,42.031,56.355,42.988,82.698,92.47,85.48,40.359,55.745,48.248,45.912,34.655,61.401,98.229,55.956,42.136,46.232,37.116,41.168,42.252,Pomona,2,interrogans,98.229
OHJ20061,33.677,35.164,34.452,37.138,44.236,35.215,37.56,41.067,39.2,98.233,44.313,34.373,36.923,78.9,35.696,40.546,43.862,33.779,37.6,81.111,41.983,39.334,Hebdomadis,3,interrogans,98.233
OR1081,33.687,35.422,34.44,37.149,44.247,35.224,37.603,41.08,39.213,98.246,44.324,34.382,36.933,78.703,35.708,40.557,44.205,33.788,37.609,80.934,42.189,39.159,Hebdomadis,3,interrogans,98.246
201900332,30.498,33.91,35.747,35.05,40.631,33.553,35.213,36.273,36.578,80.563,40.175,35.766,36.524,83.923,31.943,37.531,39.401,33.285,36.419,98.258,42.543,43.628,Sejroe,3,borgpetersenii,98.258
IP1710044,64.962,75.702,48.828,42.031,56.506,42.988,82.694,92.47,85.69,40.359,55.89,48.352,46.022,34.753,61.568,98.259,56.078,42.255,46.168,37.116,41.154,42.252,Pomona,2,interrogans,98.259
FMAS_PN5,62.183,75.922,48.837,38.67,53.389,43.423,81.86,82.534,98.26,35.622,51.253,46.983,45.855,33.756,61.369,73.488,52.006,42.377,42.447,36.579,38.398,40.015,Grippotyphosa,2,Leptospira kirschneri,98.26
200901489,51.763,57.11,71.123,45.236,90.49,62.233,56.048,61.591,61.45,47.374,84.907,68.674,66.046,41.243,52.04,59.052,98.261,61.192,67.775,44.082,46.397,53.376,Pyrogenes,1,interrogans,98.261
198056,33.697,35.427,34.519,37.165,44.259,35.141,37.503,41.092,39.226,98.271,44.335,34.392,36.827,78.61,35.719,40.283,44.437,33.798,37.607,80.78,42.187,38.995,Hebdomadis,3,interrogans,98.271
198035,33.708,35.444,34.533,37.177,44.27,35.151,37.515,41.105,39.239,98.284,44.346,34.402,36.837,79.006,35.73,40.294,44.45,33.808,37.616,81.155,42.233,39.38,Hebdomadis,3,interrogans,98.284
200901263,31.111,32.244,34.758,36.162,40.866,33.942,34.78,36.53,37.11,82.567,40.21,34.946,37.303,98.287,33.521,38.758,39.261,33.672,38.129,88.593,44.334,42.236,Mini,3,mayottensis,98.287
70_IZSLER,28.842,32.639,34.5,33.231,39.522,31.881,32.95,34.898,34.755,80.341,39.105,34.706,35.515,83.925,30.289,36.195,37.864,31.862,35.446,98.288,40.775,42.752,Sejroe,3,borgpetersenii,98.288
112_IZSLER,29.35,32.639,34.5,33.228,39.522,31.881,32.95,34.898,34.755,80.341,39.105,34.706,35.515,83.925,30.289,36.18,37.844,31.862,35.446,98.288,40.775,42.66,Sejroe,3,borgpetersenii,98.288
56620,51.408,54.196,59.747,45.318,89.973,60.721,55.065,61.432,60.463,49.569,98.293,63.942,63.069,43.404,52.916,58.052,82.206,60.484,63.542,45.35,47.136,51.201,Icterohaemorrhagiae,1,Leptospira interrogans,98.293
IP1710043,64.831,75.576,48.644,41.879,56.358,42.865,82.542,92.303,85.527,40.192,55.748,48.226,45.898,34.592,61.423,98.299,55.962,42.127,46.131,36.956,40.927,42.087,Pomona,2,interrogans,98.299
202200246,52.103,57.141,71.474,45.631,90.873,62.557,56.447,62.027,61.882,47.809,85.273,69.004,66.373,41.655,52.422,59.434,98.308,61.526,68.09,44.506,46.866,53.807,Pyrogenes,1,interrogans,98.308
168148,50.275,56.589,71.326,45.096,90.657,62.538,55.342,62.163,61.44,48.426,85.091,68.78,66.842,42.712,51.001,57.946,98.308,61.578,68.243,45.076,47.202,52.903,Pyrogenes,1,interrogans,98.308
NIID25,34.082,35.159,34.333,37.247,44.091,34.912,37.492,40.881,39.353,98.31,44.163,34.206,36.787,78.211,36.152,41.39,43.634,33.67,37.474,80.341,41.803,38.619,Hebdomadis,3,interrogans,98.31
OHJ2008135U,33.738,35.474,34.56,37.207,44.304,35.179,37.549,41.144,39.435,98.31,44.378,34.431,36.98,78.8,35.763,40.938,44.308,33.837,37.821,80.992,42.281,39.218,Hebdomadis,3,interrogans,98.31
189K,45.375,53.254,88.329,39.097,69.223,77.118,54.294,54.457,59.272,39.448,68.645,98.315,66.723,39.108,47.961,55.533,73.84,70.436,68.308,43.192,45.007,57.712,Javanica,1,borgpetersenii,98.315
188104,33.738,35.247,34.56,37.212,44.304,35.179,37.549,41.144,39.277,98.322,44.378,34.431,36.866,78.863,35.763,40.328,44.452,33.837,37.661,81.033,42.164,39.258,Hebdomadis,3,interrogans,98.322
IP1512016,65.261,74.704,49.741,42.298,57.16,43.413,82.789,91.883,86.362,41.024,55.775,48.959,46.491,35.37,62.193,98.326,56.491,42.784,45.72,37.174,41.966,41.995,Pomona,2,Leptospira interrogans,98.326
pina1294,73.045,70.972,47.29,41.774,51.537,46.781,66.257,67.877,72.613,39.213,52.685,46.712,44.044,35.149,98.33,66.309,52.01,43.34,45.525,38.31,42.473,42.402,Australis,2,noguchii,98.33
080K,44.87,53.276,88.346,38.497,69.245,77.028,54.049,54.483,59.11,39.474,68.666,98.332,66.739,39.133,47.841,55.22,73.743,70.456,68.327,42.682,45.045,57.738,Javanica,1,borgpetersenii,98.332
148248,34.35,35.886,35.272,38.042,45.102,35.856,38.249,42.031,40.038,98.335,45.134,35.115,37.655,79.003,36.267,41.126,44.654,34.613,38.36,81.173,43.395,39.863,Hebdomadis,3,interrogans,98.335
178119,33.758,35.269,34.585,37.235,44.327,35.198,37.573,41.169,39.303,98.348,44.4,34.45,36.885,79.153,35.785,40.351,44.005,33.857,37.68,81.308,42.201,39.537,Hebdomadis,3,interrogans,98.348
MM0310CK,44.44,50.755,98.361,39.034,69.35,66.85,52.065,54.338,59.09,39.131,62.124,85.557,64.094,38.484,46.383,54.881,73.495,65.112,63.028,42.21,46.31,58.146,Ballum,1,borgpetersenii,98.361
201700301,64.71,75.394,48.709,41.949,56.426,42.922,82.612,92.159,85.604,40.269,55.814,48.284,45.956,34.66,61.49,98.367,55.953,42.186,45.91,37.03,40.345,42.163,Pomona,2,interrogans,98.367
138065,33.788,35.253,34.612,37.265,44.361,35.318,37.715,41.208,39.341,98.374,44.433,34.48,37.028,78.689,35.819,40.671,43.969,33.886,37.701,80.871,42.187,39.087,Hebdomadis,3,interrogans,98.374
FMAS_PD1,50.001,54.193,70.016,42.939,88.847,60.566,53.296,58.513,60.328,45.793,82.648,67.234,64.767,40.547,49.922,55.955,98.389,59.714,64.784,42.689,43.754,51.488,Pyrogenes,1,Leptospira interrogans,98.389
2006006962,65.268,75.879,49.173,42.27,56.888,43.346,83.134,92.957,86.07,40.846,56.259,48.678,46.347,34.8,61.99,98.39,56.78,42.591,46.599,36.968,41.781,42.253,Pomona,2,interrogans,98.39
201700316,64.911,75.629,48.722,41.972,56.449,42.941,82.64,92.406,85.641,40.295,55.835,48.304,45.975,34.363,61.512,98.39,56.338,42.206,46.186,36.766,41.047,41.89,Pomona,2,interrogans,98.39
IP1710047,64.911,75.667,48.772,41.972,56.449,42.941,82.635,92.406,85.63,40.295,55.835,48.304,45.975,34.689,61.512,98.39,55.934,42.206,46.204,37.054,41.075,42.189,Pomona,2,interrogans,98.39
185K,45.47,53.345,88.414,39.206,69.317,77.196,54.39,54.563,59.191,39.555,68.735,98.396,66.801,39.208,48.053,55.054,73.929,70.517,68.384,43.284,45.161,57.817,Javanica,1,borgpetersenii,98.396
Tar10,38.376,38.974,51.13,54.118,49.066,41.542,40.854,42.028,45.291,40.388,49.082,50.014,42.124,39.017,38.318,43.358,47.42,42.48,43.608,44.117,69.724,98.402,Tarassovi,4,Leptospira borgpetersenii serovar Tarassovi,98.402
208138,33.809,35.551,34.636,37.293,44.384,35.245,37.613,41.233,39.367,98.412,44.455,34.499,36.932,78.904,35.841,40.408,44.447,33.906,37.708,81.085,42.39,39.316,Hebdomadis,3,interrogans,98.412
SOFTIC,65.101,75.972,49.03,42.377,56.704,43.27,82.782,92.864,85.654,40.753,56.076,48.541,46.202,35.07,61.734,98.413,56.394,42.435,46.509,37.496,41.737,42.634,Pomona,2,interrogans,98.413
LEPTOCUBA14,44.346,50.328,98.423,39.063,69.156,66.541,51.697,54.142,58.894,38.761,61.702,85.189,64.025,38.281,45.986,54.409,73.078,64.995,62.763,42.472,45.596,57.758,Ballum,1,borgpetersenii,98.423
OHJ200314,33.829,35.478,34.584,37.312,44.407,35.356,37.761,41.259,39.392,98.425,44.476,34.518,37.066,78.664,35.863,40.716,44.439,33.926,37.737,80.869,42.358,39.082,Hebdomadis,3,interrogans,98.425
MM0351CK,43.756,50.469,98.46,38.39,69.301,66.497,51.455,54.306,59.058,38.931,61.841,85.305,64.147,38.294,45.927,53.775,73.215,65.118,62.943,41.593,45.828,57.764,Ballum,1,borgpetersenii,98.46
012K,45.527,53.419,88.484,39.271,69.393,77.388,54.894,54.649,59.277,39.641,68.808,98.461,66.865,39.289,48.333,55.13,73.883,70.583,68.378,43.377,45.285,57.902,Javanica,1,borgpetersenii,98.461
lyse,72.064,69.653,46.591,40.754,50.823,46.34,65.18,66.985,71.78,38.718,52.458,45.932,43.415,33.297,98.461,65.53,50.86,42.947,44.606,36.365,41.109,41.508,Panama,2,noguchii,98.461
188072,33.869,35.614,34.568,37.363,44.452,35.302,37.673,41.31,39.444,98.489,44.52,34.557,36.989,78.833,35.908,40.476,44.597,33.965,37.78,81.159,42.515,39.391,Hebdomadis,3,interrogans,98.489
MM0324CK,44.544,50.502,98.491,39.15,69.336,66.662,51.797,54.344,59.096,38.97,61.874,85.334,64.176,38.33,46.128,54.81,73.247,65.148,62.97,42.331,45.884,57.774,Ballum,1,borgpetersenii,98.491
188058,34.236,35.581,34.503,37.455,44.268,35.085,37.629,41.112,40.135,98.513,44.362,34.363,36.955,78.435,36.337,41.566,43.885,33.83,37.628,80.547,42.253,38.828,Hebdomadis,3,interrogans,98.513
178122,33.889,35.763,34.715,37.386,44.475,35.321,37.724,41.336,39.469,98.515,44.541,34.577,37.008,78.773,35.93,40.499,44.1,33.985,37.799,80.943,42.629,39.159,Hebdomadis,3,interrogans,98.515
MM0270CK,31.388,35.059,37.144,35.748,41.663,34.157,36.058,37.512,37.815,82.404,41.223,36.965,37.443,85.239,33.084,38.121,40.22,34.267,38.423,98.522,44.41,44.58,Sejroe,3,borgpetersenii,98.522
MM0332CK,44.938,50.93,98.526,39.604,69.492,67.029,52.251,54.492,59.244,39.47,62.297,85.713,64.309,38.8,46.561,55.253,73.667,65.289,63.132,42.813,46.606,58.268,Ballum,1,borgpetersenii,98.526
201800891,44.377,50.438,98.53,39.109,69.27,66.636,51.813,54.27,59.022,38.89,61.811,85.28,64.121,38.478,46.097,54.523,73.185,65.093,62.855,42.638,45.781,57.964,Ballum,1,borgpetersenii,98.53
HROSC,65.307,76.2,49.249,42.37,56.939,43.442,83.038,93.129,86.135,41.018,56.304,48.747,46.401,35.319,61.939,98.531,56.614,42.64,46.704,37.499,42.12,42.903,Pomona,2,interrogans,98.531
198045,33.91,35.517,34.735,37.41,44.497,35.339,37.747,41.362,39.495,98.54,44.563,34.596,37.027,79.025,35.952,40.521,44.498,34.004,37.8,81.209,42.576,39.442,Hebdomadis,3,interrogans,98.54
FMAS_KG2,50.019,54.184,69.833,42.752,88.348,60.45,53.296,58.513,59.685,45.636,81.097,67.237,64.405,40.384,49.914,55.668,98.553,59.714,64.442,42.529,43.754,51.128,Pyrogenes,1,Leptospira interrogans,98.553
201700039,65.145,75.862,49.123,42.658,56.824,43.497,83.138,92.939,85.647,41.051,56.171,48.632,46.315,35.056,62.166,98.568,56.48,42.52,46.469,37.495,42.108,42.312,Pomona,2,interrogans,98.568
LEPTOCUBA04,44.416,50.493,98.577,39.157,69.327,66.683,51.871,54.334,59.086,38.954,61.865,85.335,64.168,38.462,46.153,54.579,73.239,65.142,62.925,41.567,45.873,57.948,Ballum,1,borgpetersenii,98.577
G30,51.529,54.221,59.779,45.26,90.018,60.93,55.168,61.368,60.521,49.505,98.592,63.972,63.285,43.344,52.973,58.26,82.271,60.701,63.496,45.288,47.043,51.238,Icterohaemorrhagiae,1,Leptospira interrogans,98.592
MM0330CK,44.645,50.612,98.594,39.267,69.449,66.756,51.914,54.472,59.224,39.098,61.982,85.431,64.271,38.451,46.239,54.923,73.409,65.246,62.993,42.455,46.069,57.901,Ballum,1,borgpetersenii,98.594
MM0159CK,44.766,50.689,98.595,39.354,69.555,67.236,51.931,54.592,59.142,39.777,62.136,85.432,64.715,39.089,46.313,54.492,72.96,65.483,63.014,43.109,46.387,58.003,Ballum,1,borgpetersenii,98.595
158145,51.125,56.595,71.286,44.863,90.775,62.046,54.957,61.94,61.623,47.732,85.235,68.76,66.532,42.104,51.599,58.608,98.596,61.457,68.041,44.436,46.834,52.611,Pyrogenes,1,interrogans,98.596
HS006,48.122,56.412,66.042,42.798,98.597,55.708,53.629,61.8,62.282,48.139,88.558,63.068,63.466,42.383,49.173,57.858,88.285,58.308,63.531,43.576,45.621,53.288,Canicola,1,interrogans,98.597
201502613,48.5,56.83,66.211,43.577,98.598,56.233,54.335,62.441,62.523,48.78,88.564,63.16,63.609,43.147,49.791,58.088,88.043,58.472,63.986,44.329,46.662,53.545,Canicola,1,interrogans,98.598
IP1512014,65.504,74.968,49.988,42.577,57.433,43.719,83.253,92.191,86.659,41.332,56.036,49.192,46.719,35.659,62.548,98.598,56.749,43.02,45.94,37.471,42.41,42.299,Pomona,2,Leptospira interrogans,98.598
MM0220CK,44.319,50.623,98.604,38.894,69.461,66.765,51.925,54.485,59.061,39.111,61.993,85.441,64.281,38.463,46.25,54.295,73.42,65.255,62.944,42.156,46.088,58.082,Ballum,1,borgpetersenii,98.604
MM0325CK,44.656,50.623,98.604,39.278,69.461,66.765,51.925,54.485,59.237,39.111,61.993,85.441,64.281,38.463,46.25,54.935,73.42,65.255,63.002,42.467,46.088,57.913,Ballum,1,borgpetersenii,98.604
Bal_mus127,44.451,48.811,98.608,39.451,69.302,66.598,52.18,54.057,59.018,39.215,61.883,84.586,63.94,39.079,46.257,54.162,73.203,64.744,62.946,42.797,45.658,57.584,Ballum,1,borgpetersenii,98.608
MM0317CK,44.349,50.656,98.635,38.929,69.495,66.794,51.96,54.524,59.099,39.149,62.026,85.47,64.309,38.499,46.283,54.341,73.452,65.285,62.903,42.193,46.143,57.895,Ballum,1,borgpetersenii,98.635
MM0031CK,44.561,50.886,98.636,39.173,69.733,66.988,52.204,54.793,59.368,39.418,62.254,85.674,64.509,38.775,46.517,54.568,73.678,65.462,63.113,42.503,46.295,58.273,Ballum,1,borgpetersenii,98.636
MM0272CK,44.369,50.678,98.656,38.952,69.517,66.812,51.983,54.549,59.125,39.175,62.047,85.489,64.328,38.523,46.306,54.352,72.927,65.304,62.938,42.218,46.18,58.033,Ballum,1,borgpetersenii,98.656
MM0366CK,44.369,50.678,98.656,38.952,69.517,66.812,51.983,54.549,59.125,39.175,62.047,85.489,64.328,38.523,46.306,54.352,73.419,65.304,62.938,42.218,46.18,58.033,Ballum,1,borgpetersenii,98.656
MM0313CK,44.41,50.735,98.663,38.999,69.538,66.85,52.03,54.601,59.352,39.226,62.091,85.528,64.366,38.571,46.35,54.937,73.439,65.344,63.121,42.267,46.254,58.084,Ballum,1,borgpetersenii,98.663
406_IZSLER,43.442,50.291,98.667,38.051,69.555,65.607,51.29,54.198,57.34,38.413,62.007,85.399,63.938,37.68,45.644,53.539,72.332,64.273,62.66,41.247,45.349,57.676,Ballum,1,borgpetersenii,98.667
MM0037CK,44.39,50.7,98.677,38.976,69.54,66.831,52.007,54.575,59.151,39.2,62.069,85.509,64.347,38.547,46.328,54.375,73.441,65.324,62.957,42.243,46.217,58.171,Ballum,1,borgpetersenii,98.677
FK100,48.379,56.716,66.192,43.075,98.678,55.835,53.86,61.89,62.372,48.229,88.636,63.137,63.533,42.584,49.318,57.952,88.322,58.378,63.595,43.807,45.841,53.378,Canicola,1,interrogans,98.678
168079,51.316,56.743,71.482,45.084,90.991,62.225,55.178,62.183,61.676,47.975,85.442,68.945,66.713,42.332,51.47,58.193,98.679,61.644,68.198,44.671,47.082,52.851,Pyrogenes,1,interrogans,98.679
188083,34.034,35.624,34.91,37.54,44.64,35.444,37.883,41.523,39.651,98.682,44.694,34.71,37.251,78.978,36.089,40.95,44.218,34.125,37.938,81.113,42.685,39.332,Hebdomadis,3,interrogans,98.682
Fox_32256,64.59,75.596,48.108,41.055,55.889,41.816,82.498,92.606,84.439,39.237,55.287,47.666,45.304,33.257,61.081,98.685,55.194,41.03,45.405,35.642,39.559,40.869,Pomona,2,interrogans,98.685
MM0350CK,44.4,50.711,98.687,38.987,69.551,66.841,52.018,54.588,59.163,39.213,62.08,85.518,64.357,38.559,46.339,54.386,73.452,65.334,62.966,42.255,46.236,58.015,Ballum,1,borgpetersenii,98.687
178047,50.562,56.832,71.478,45.216,90.954,62.305,55.471,62.362,61.821,48.119,85.51,69.001,66.788,42.459,51.314,58.333,98.69,61.746,68.275,44.817,47.249,52.945,Pyrogenes,1,interrogans,98.69
A75,48.592,55.224,66.591,43.106,98.69,56.002,54.457,61.864,62.352,48.262,88.001,63.17,63.555,42.965,49.532,57.501,88.245,58.401,63.248,43.961,45.721,52.76,Canicola,1,Leptospira interrogans serovar Canicola,98.69
Ag06_2020,63.857,78.414,49.345,42.319,53.873,43.764,98.691,83.182,89.616,39.868,53.389,49.886,46.302,35.513,62.829,79.951,52.825,42.688,46.296,38.086,43.486,43.375,Cynopteri,2,kirschneri,98.691
MM0263CK,44.421,50.722,98.697,38.999,69.563,66.85,52.03,54.601,59.176,39.226,62.091,85.528,64.366,38.571,46.35,54.397,73.516,65.344,62.975,42.267,46.254,58.027,Ballum,1,borgpetersenii,98.697
MM0340CK,44.421,50.722,98.697,38.999,69.563,66.85,52.03,54.601,59.176,39.226,62.091,85.528,64.366,38.571,46.35,54.397,73.462,65.344,62.975,42.267,46.254,58.027,Ballum,1,borgpetersenii,98.697
MM0370CK,44.41,50.722,98.697,38.999,69.563,66.85,52.03,54.601,59.176,39.226,62.091,85.528,64.366,38.571,46.35,54.409,73.516,65.344,62.975,42.267,46.254,58.027,Ballum,1,borgpetersenii,98.697
F384,48.399,56.491,66.136,43.065,98.701,55.793,53.786,61.915,62.397,48.255,88.658,63.156,63.552,42.514,49.29,57.96,88.344,58.398,63.613,43.794,45.712,53.404,Canicola,1,interrogans,98.701
F402,48.202,56.491,66.178,42.859,98.701,55.819,53.799,61.915,62.397,48.255,88.658,63.156,63.552,42.559,49.302,57.96,88.495,58.398,63.613,43.638,45.712,53.404,Canicola,1,interrogans,98.701
MM0275CK,44.35,50.733,98.707,39.01,69.574,66.86,52.041,54.613,59.189,39.239,62.102,85.538,64.376,38.583,46.361,54.409,73.473,65.353,63.036,42.28,46.273,57.956,Ballum,1,borgpetersenii,98.707
MM0013CK,44.442,50.744,98.718,39.022,69.586,66.869,52.053,54.626,59.202,39.252,62.113,85.548,64.385,38.595,46.372,54.42,72.992,65.363,62.993,42.292,46.291,58.109,Ballum,1,borgpetersenii,98.718
MM0260CK,44.442,50.744,98.718,39.022,69.586,66.869,52.053,54.626,59.202,39.252,62.113,85.548,64.385,38.595,46.372,54.42,73.484,65.363,62.993,42.292,46.291,57.968,Ballum,1,borgpetersenii,98.718
MM0273CK,44.43,50.744,98.718,39.022,69.586,66.869,52.053,54.626,59.202,39.252,62.113,85.548,64.385,38.595,46.372,54.42,73.484,65.363,62.993,42.292,46.291,58.053,Ballum,1,borgpetersenii,98.718
MM0327CK,44.43,50.744,98.718,39.022,69.586,66.869,52.053,54.626,59.202,39.252,62.113,85.548,64.385,38.595,46.372,54.42,73.484,65.363,62.993,42.292,46.291,58.053,Ballum,1,borgpetersenii,98.718
128024,34.085,35.62,34.904,37.625,44.655,35.503,37.929,41.596,39.696,98.72,44.742,34.755,37.301,78.946,36.14,40.748,44.867,34.168,37.966,81.13,42.782,39.379,Hebdomadis,3,interrogans,98.72
MM0354CK,44.44,50.755,98.728,39.034,69.597,66.879,52.065,54.639,59.215,39.264,62.124,85.557,64.395,38.607,46.383,54.431,73.495,65.373,63.003,42.304,46.31,58.15,Ballum,1,borgpetersenii,98.728
433_IZSLER,64.59,75.579,47.889,41.055,55.889,41.816,82.737,92.719,83.996,39.237,55.287,47.666,45.304,33.305,61.081,98.736,54.835,41.03,45.545,35.955,39.465,41.194,Pomona,2,interrogans,98.736
MM0189CU,44.381,50.766,98.738,39.045,69.608,66.888,52.076,54.652,59.227,39.277,62.134,85.567,64.404,38.619,46.395,54.443,73.505,65.383,63.063,42.317,46.328,58.078,Ballum,1,borgpetersenii,98.738
P2655,48.562,55.018,66.324,43.727,98.739,56.322,54.444,62.556,62.645,48.954,88.053,63.306,63.739,42.939,49.882,57.762,88.385,58.607,63.744,44.345,46.812,50.977,Canicola,1,interrogans,98.739
Pom_str68,64.906,74.45,48.948,42.065,56.779,43.224,82.407,92.864,85.683,40.768,55.411,48.658,46.188,34.978,61.802,98.739,55.589,42.469,46.312,37.328,41.734,42.156,Pomona,2,interrogans,98.739
Sponselee,30.316,32.281,35.801,35.347,40.735,33.321,34.622,35.842,36.629,80.784,40.268,35.888,36.595,83.565,32.088,35.091,40.038,33.384,35.866,98.748,42.653,42.123,Sejroe,3,Leptospira borgpetersenii serovar Hardjo-bovis str. Sponselee,98.748
MM0026CU,44.46,50.777,98.749,39.057,69.62,66.897,52.088,54.665,59.24,39.29,62.145,85.577,64.414,38.631,46.406,54.454,73.024,65.393,63.021,42.329,46.347,58.091,Ballum,1,borgpetersenii,98.749
MM0336CK,44.46,50.777,98.749,39.057,69.62,66.897,52.088,54.665,59.24,39.29,62.145,85.577,64.414,38.631,46.406,54.454,73.57,65.393,63.021,42.329,46.347,58.091,Ballum,1,borgpetersenii,98.749
Sponselee_CDC,29.227,32.924,34.601,33.881,39.518,31.988,33.23,34.898,34.755,80.355,39.101,34.722,35.515,83.594,30.414,36.498,38.234,31.862,35.321,98.752,40.775,42.402,Sejroe,3,borgpetersenii,98.752
A_Bt_HO912,30.509,32.596,37.071,35.561,41.68,34.054,35.454,36.613,37.42,81.481,40.99,36.853,37.333,84.917,32.792,37.482,40.385,34.058,37.169,98.763,43.653,43.172,Sejroe,3,Leptospira borgpetersenii serovar Hardjo-bovis,98.763
MM0265CK,44.411,50.799,98.769,39.08,69.642,66.916,52.111,54.69,59.266,39.316,62.167,85.596,64.433,38.655,46.428,54.477,73.538,65.412,63.039,42.354,46.384,58.116,Ballum,1,borgpetersenii,98.769
MM0344CK,44.504,50.799,98.769,39.08,69.642,66.916,52.111,54.69,59.266,39.316,62.167,85.596,64.433,38.655,46.428,54.477,73.538,65.412,63.039,42.354,46.384,58.116,Ballum,1,borgpetersenii,98.769
138034,51.407,56.902,71.575,45.189,91.093,62.31,55.283,62.299,61.982,48.091,85.54,69.032,66.798,42.441,51.91,58.927,98.77,61.732,68.298,44.782,47.352,52.965,Pyrogenes,1,interrogans,98.77
158143,34.445,35.808,34.716,37.699,44.511,35.28,37.873,41.385,40.405,98.778,44.594,34.564,37.152,78.863,36.567,41.631,43.985,34.033,37.798,80.993,42.648,39.285,Hebdomadis,3,interrogans,98.778
MM0010CK,44.421,50.81,98.78,39.102,69.654,66.926,52.123,54.703,59.279,39.328,62.178,85.606,64.442,38.667,46.439,54.588,73.548,65.422,63.048,42.405,46.403,58.129,Ballum,1,borgpetersenii,98.78
